"Experiment Accession","Experiment Title","Organism Name","Instrument","Submitter","Study Accession","Study Title","Sample Accession","Sample Title","Total Size, Mb","Total RUNs","Total Spots","Total Bases","Library Name","Library Strategy","Library Source","Library Selection"
"SRX3164698","16S-Seq of Bacteria: Biopsy celiac gluten-free","Homo sapiens","Illumina MiSeq","Universidad Autonoma de Nuevo Leon","SRP116904","Remes-Troche Gluten sensitivity microbiota","SRS2495419","","7.4","1","86154","24801995","B19CLB","AMPLICON","METAGENOMIC","PCR"
"SRX3164697","16S-Seq of Bacteria: Biopsy sensible gluten-free","Homo sapiens","Illumina MiSeq","Universidad Autonoma de Nuevo Leon","SRP116904","Remes-Troche Gluten sensitivity microbiota","SRS2495418","","3.26","1","37713","10830224","B17SEB","AMPLICON","METAGENOMIC","PCR"
"SRX3164696","16S-Seq of Bacteria: Biopsy control gluten-free","Homo sapiens","Illumina MiSeq","Universidad Autonoma de Nuevo Leon","SRP116904","Remes-Troche Gluten sensitivity microbiota","SRS2495417","","8.2","1","94593","27404857","B30CRB","AMPLICON","METAGENOMIC","PCR"
"SRX3164695","16S-Seq of Bacteria: Biopsy celiac gluten-free","Homo sapiens","Illumina MiSeq","Universidad Autonoma de Nuevo Leon","SRP116904","Remes-Troche Gluten sensitivity microbiota","SRS2495416","","6.23","1","72678","20950514","B16CLB","AMPLICON","METAGENOMIC","PCR"
"SRX3164694","16S-Seq of Bacteria: Biopsy sensible gluten","Homo sapiens","Illumina MiSeq","Universidad Autonoma de Nuevo Leon","SRP116904","Remes-Troche Gluten sensitivity microbiota","SRS2495415","","7.82","1","90409","26230734","B17SEA","AMPLICON","METAGENOMIC","PCR"
"SRX3164693","16S-Seq of Bacteria: Biopsy sensible gluten-free","Homo sapiens","Illumina MiSeq","Universidad Autonoma de Nuevo Leon","SRP116904","Remes-Troche Gluten sensitivity microbiota","SRS2495413","","5.54","1","65205","18689984","B1SEB","AMPLICON","METAGENOMIC","PCR"
"SRX3164692","16S-Seq of Bacteria: Biopsy sensible gluten","Homo sapiens","Illumina MiSeq","Universidad Autonoma de Nuevo Leon","SRP116904","Remes-Troche Gluten sensitivity microbiota","SRS2495414","","10.82","1","126029","36379127","B5SEA","AMPLICON","METAGENOMIC","PCR"
"SRX3164691","16S-Seq of Bacteria: Biopsy sensible gluten-free","Homo sapiens","Illumina MiSeq","Universidad Autonoma de Nuevo Leon","SRP116904","Remes-Troche Gluten sensitivity microbiota","SRS2495412","","5.71","1","66400","19123307","B5SEB","AMPLICON","METAGENOMIC","PCR"
"SRX3164690","16S-Seq of Bacteria: Biopsy sensible gluten","Homo sapiens","Illumina MiSeq","Universidad Autonoma de Nuevo Leon","SRP116904","Remes-Troche Gluten sensitivity microbiota","SRS2495411","","2.25","1","26313","7426108","B6SEA","AMPLICON","METAGENOMIC","PCR"
"SRX3164689","16S-Seq of Bacteria: Biopsy sensible gluten-free","Homo sapiens","Illumina MiSeq","Universidad Autonoma de Nuevo Leon","SRP116904","Remes-Troche Gluten sensitivity microbiota","SRS2495410","","4.9","1","57101","16385932","B6SEB","AMPLICON","METAGENOMIC","PCR"
"SRX3164688","16S-Seq of Bacteria: Biopsy sensible gluten","Homo sapiens","Illumina MiSeq","Universidad Autonoma de Nuevo Leon","SRP116904","Remes-Troche Gluten sensitivity microbiota","SRS2495409","","3.49","1","40542","11633357","B7SEA","AMPLICON","METAGENOMIC","PCR"
"SRX3164687","16S-Seq of Bacteria: Biopsy sensible gluten-free","Homo sapiens","Illumina MiSeq","Universidad Autonoma de Nuevo Leon","SRP116904","Remes-Troche Gluten sensitivity microbiota","SRS2495408","","5.8","1","67836","19430581","B7SEB","AMPLICON","METAGENOMIC","PCR"
"SRX3164686","16S-Seq of Bacteria: Biopsy sensible gluten","Homo sapiens","Illumina MiSeq","Universidad Autonoma de Nuevo Leon","SRP116904","Remes-Troche Gluten sensitivity microbiota","SRS2495407","","7.75","1","90156","26003267","B8SEA","AMPLICON","METAGENOMIC","PCR"
"SRX3164685","16S-Seq of Bacteria: Biopsy sensible gluten-free","Homo sapiens","Illumina MiSeq","Universidad Autonoma de Nuevo Leon","SRP116904","Remes-Troche Gluten sensitivity microbiota","SRS2495406","","6.22","1","72222","20878424","B8SEB","AMPLICON","METAGENOMIC","PCR"
"SRX3164684","16S-Seq of Bacteria: Biopsy celiac gluten","Homo sapiens","Illumina MiSeq","Universidad Autonoma de Nuevo Leon","SRP116904","Remes-Troche Gluten sensitivity microbiota","SRS2495405","","2.59","1","30045","8551170","B9CLA","AMPLICON","METAGENOMIC","PCR"
"SRX3164683","16S-Seq of Bacteria: Feces sensible gluten-free","Homo sapiens","Illumina MiSeq","Universidad Autonoma de Nuevo Leon","SRP116904","Remes-Troche Gluten sensitivity microbiota","SRS2495404","","7.08","1","82879","24141426","F13SEB","AMPLICON","METAGENOMIC","PCR"
"SRX3164682","16S-Seq of Bacteria: Feces celiac gluten","Homo sapiens","Illumina MiSeq","Universidad Autonoma de Nuevo Leon","SRP116904","Remes-Troche Gluten sensitivity microbiota","SRS2495403","","9.98","1","115786","33654669","F16CLA","AMPLICON","METAGENOMIC","PCR"
"SRX3164681","16S-Seq of Bacteria: Feces sensible gluten","Homo sapiens","Illumina MiSeq","Universidad Autonoma de Nuevo Leon","SRP116904","Remes-Troche Gluten sensitivity microbiota","SRS2495402","","7.7","1","88782","25849451","F6SEA","AMPLICON","METAGENOMIC","PCR"
"SRX3164680","16S-Seq of Bacteria: Feces sensible gluten","Homo sapiens","Illumina MiSeq","Universidad Autonoma de Nuevo Leon","SRP116904","Remes-Troche Gluten sensitivity microbiota","SRS2495400","","11.18","1","130273","37903955","F13SEA","AMPLICON","METAGENOMIC","PCR"
"SRX3164679","16S-Seq of Bacteria: Feces sensible gluten","Homo sapiens","Illumina MiSeq","Universidad Autonoma de Nuevo Leon","SRP116904","Remes-Troche Gluten sensitivity microbiota","SRS2495399","","2.02","1","22676","6604602","F10SEA","AMPLICON","METAGENOMIC","PCR"
"SRX3164678","16S-Seq of Bacteria: Biopsy sensible gluten","Homo sapiens","Illumina MiSeq","Universidad Autonoma de Nuevo Leon","SRP116904","Remes-Troche Gluten sensitivity microbiota","SRS2495401","","12.93","1","150609","43749863","F24SEA","AMPLICON","METAGENOMIC","PCR"
"SRX3164677","16S-Seq of Bacteria: Biopsy control gluten","Homo sapiens","Illumina MiSeq","Universidad Autonoma de Nuevo Leon","SRP116904","Remes-Troche Gluten sensitivity microbiota","SRS2495398","","6.01","1","70458","20199852","B29CRA","AMPLICON","METAGENOMIC","PCR"
"SRX3164676","16S-Seq of Bacteria: Feces sensible gluten-free","Homo sapiens","Illumina MiSeq","Universidad Autonoma de Nuevo Leon","SRP116904","Remes-Troche Gluten sensitivity microbiota","SRS2495396","","9.08","1","105098","30558933","F17SEB","AMPLICON","METAGENOMIC","PCR"
"SRX3164675","16S-Seq of Bacteria: Feces sensible gluten","Homo sapiens","Illumina MiSeq","Universidad Autonoma de Nuevo Leon","SRP116904","Remes-Troche Gluten sensitivity microbiota","SRS2495397","","9.52","1","110513","32178960","F11SEA","AMPLICON","METAGENOMIC","PCR"
"SRX3164674","16S-Seq of Bacteria: Biopsy control gluten-free","Homo sapiens","Illumina MiSeq","Universidad Autonoma de Nuevo Leon","SRP116904","Remes-Troche Gluten sensitivity microbiota","SRS2495395","","6.61","1","77307","22330900","B26CRB","AMPLICON","METAGENOMIC","PCR"
"SRX3164673","16S-Seq of Bacteria: Biopsy control gluten-free","Homo sapiens","Illumina MiSeq","Universidad Autonoma de Nuevo Leon","SRP116904","Remes-Troche Gluten sensitivity microbiota","SRS2495394","","10.78","1","125357","36270071","B29CRB","AMPLICON","METAGENOMIC","PCR"
"SRX3164672","16S-Seq of Bacteria: Biopsy control gluten","Homo sapiens","Illumina MiSeq","Universidad Autonoma de Nuevo Leon","SRP116904","Remes-Troche Gluten sensitivity microbiota","SRS2495393","","3.78","1","44056","12616146","B14CRA","AMPLICON","METAGENOMIC","PCR"
"SRX3164671","16S-Seq of Bacteria: Biopsy celiac gluten","Homo sapiens","Illumina MiSeq","Universidad Autonoma de Nuevo Leon","SRP116904","Remes-Troche Gluten sensitivity microbiota","SRS2495392","","6.59","1","76244","22019718","B18CLA","AMPLICON","METAGENOMIC","PCR"
"SRX3164670","16S-Seq of Bacteria: Biopsy sensible gluten-free","Homo sapiens","Illumina MiSeq","Universidad Autonoma de Nuevo Leon","SRP116904","Remes-Troche Gluten sensitivity microbiota","SRS2495391","","8.19","1","95350","27541338","B24SEB","AMPLICON","METAGENOMIC","PCR"
"SRX3164669","16S-Seq of Bacteria: Biopsy sensible gluten","Homo sapiens","Illumina MiSeq","Universidad Autonoma de Nuevo Leon","SRP116904","Remes-Troche Gluten sensitivity microbiota","SRS2495390","","10.81","1","126490","36598979","B22SEA","AMPLICON","METAGENOMIC","PCR"
"SRX3164668","16S-Seq of Bacteria: Biopsy control gluten","Homo sapiens","Illumina MiSeq","Universidad Autonoma de Nuevo Leon","SRP116904","Remes-Troche Gluten sensitivity microbiota","SRS2495389","","7.22","1","83676","24173415","B2CRA","AMPLICON","METAGENOMIC","PCR"
"SRX3164667","16S-Seq of Bacteria: Biopsy sensible gluten","Homo sapiens","Illumina MiSeq","Universidad Autonoma de Nuevo Leon","SRP116904","Remes-Troche Gluten sensitivity microbiota","SRS2495388","","7.92","1","92053","26613155","B3SEA","AMPLICON","METAGENOMIC","PCR"
"SRX3164666","16S-Seq of Bacteria: Biopsy control gluten","Homo sapiens","Illumina MiSeq","Universidad Autonoma de Nuevo Leon","SRP116904","Remes-Troche Gluten sensitivity microbiota","SRS2495387","","4.43","1","51939","14798606","B4CRA","AMPLICON","METAGENOMIC","PCR"
"SRX3164665","16S-Seq of Bacteria: Biopsy control gluten","Homo sapiens","Illumina MiSeq","Universidad Autonoma de Nuevo Leon","SRP116904","Remes-Troche Gluten sensitivity microbiota","SRS2495386","","3.68","1","42930","12215480","B12CRA","AMPLICON","METAGENOMIC","PCR"
"SRX3164664","16S-Seq of Bacteria: Biopsy sensible gluten","Homo sapiens","Illumina MiSeq","Universidad Autonoma de Nuevo Leon","SRP116904","Remes-Troche Gluten sensitivity microbiota","SRS2495385","","2.8","1","32807","9260986","B24SEA","AMPLICON","METAGENOMIC","PCR"
"SRX3164663","16S-Seq of Bacteria: Feces sensible gluten","Homo sapiens","Illumina MiSeq","Universidad Autonoma de Nuevo Leon","SRP116904","Remes-Troche Gluten sensitivity microbiota","SRS2495384","","11.86","1","137764","40079927","F17SEA","AMPLICON","METAGENOMIC","PCR"
"SRX3164662","16S-Seq of Bacteria: Biopsy control gluten","Homo sapiens","Illumina MiSeq","Universidad Autonoma de Nuevo Leon","SRP116904","Remes-Troche Gluten sensitivity microbiota","SRS2495383","","9.8","1","113464","32920755","B30CRA","AMPLICON","METAGENOMIC","PCR"
"SRX3164661","16S-Seq of Bacteria: Biopsy sensible gluten","Homo sapiens","Illumina MiSeq","Universidad Autonoma de Nuevo Leon","SRP116904","Remes-Troche Gluten sensitivity microbiota","SRS2495382","","2.2","1","25354","7223190","B1SEA","AMPLICON","METAGENOMIC","PCR"
"SRX3164660","16S-Seq of Bacteria: Feces sensible gluten-free","Homo sapiens","Illumina MiSeq","Universidad Autonoma de Nuevo Leon","SRP116904","Remes-Troche Gluten sensitivity microbiota","SRS2495381","","13.56","1","157319","45685009","F6SEB","AMPLICON","METAGENOMIC","PCR"
"SRX3164659","16S-Seq of Bacteria: Biopsy celiac gluten-free","Homo sapiens","Illumina MiSeq","Universidad Autonoma de Nuevo Leon","SRP116904","Remes-Troche Gluten sensitivity microbiota","SRS2495380","","8.42","1","97938","28365994","B23CLB","AMPLICON","METAGENOMIC","PCR"
"SRX3164658","16S-Seq of Bacteria: Feces celiac gluten","Homo sapiens","Illumina MiSeq","Universidad Autonoma de Nuevo Leon","SRP116904","Remes-Troche Gluten sensitivity microbiota","SRS2495379","","13.53","1","157507","45755932","F9CLA","AMPLICON","METAGENOMIC","PCR"
"SRX3164657","16S-Seq of Bacteria: Biopsy control gluten-free","Homo sapiens","Illumina MiSeq","Universidad Autonoma de Nuevo Leon","SRP116904","Remes-Troche Gluten sensitivity microbiota","SRS2495378","","8.41","1","97392","28193638","B27CRB","AMPLICON","METAGENOMIC","PCR"
"SRX3164656","16S-Seq of Bacteria: Biopsy control gluten","Homo sapiens","Illumina MiSeq","Universidad Autonoma de Nuevo Leon","SRP116904","Remes-Troche Gluten sensitivity microbiota","SRS2495377","","6.77","1","77826","22542151","B27CRA","AMPLICON","METAGENOMIC","PCR"
"SRX3164655","16S-Seq of Bacteria: Biopsy celiac gluten","Homo sapiens","Illumina MiSeq","Universidad Autonoma de Nuevo Leon","SRP116904","Remes-Troche Gluten sensitivity microbiota","SRS2495376","","13.78","1","160456","46447258","B16CLA","AMPLICON","METAGENOMIC","PCR"
"SRX3164654","16S-Seq of Bacteria: Biopsy control gluten-free","Homo sapiens","Illumina MiSeq","Universidad Autonoma de Nuevo Leon","SRP116904","Remes-Troche Gluten sensitivity microbiota","SRS2495375","","3.76","1","44518","12530023","B15CRB","AMPLICON","METAGENOMIC","PCR"
"SRX3164653","16S-Seq of Bacteria: Biopsy celiac gluten","Homo sapiens","Illumina MiSeq","Universidad Autonoma de Nuevo Leon","SRP116904","Remes-Troche Gluten sensitivity microbiota","SRS2495374","","8.71","1","103362","29984260","B23CLA","AMPLICON","METAGENOMIC","PCR"
"SRX3164652","16S-Seq of Bacteria: Feces control gluten","Homo sapiens","Illumina MiSeq","Universidad Autonoma de Nuevo Leon","SRP116904","Remes-Troche Gluten sensitivity microbiota","SRS2495373","","8.17","1","95070","27641767","F15CRA","AMPLICON","METAGENOMIC","PCR"
"SRX3164651","16S-Seq of Bacteria: Biopsy sensible gluten","Homo sapiens","Illumina MiSeq","Universidad Autonoma de Nuevo Leon","SRP116904","Remes-Troche Gluten sensitivity microbiota","SRS2495372","","12","1","138788","40209888","B13SEA","AMPLICON","METAGENOMIC","PCR"
"SRX3164650","16S-Seq of Bacteria: Biopsy sensible gluten-free","Homo sapiens","Illumina MiSeq","Universidad Autonoma de Nuevo Leon","SRP116904","Remes-Troche Gluten sensitivity microbiota","SRS2495370","","4.41","1","51224","14732119","B11SEB","AMPLICON","METAGENOMIC","PCR"
"SRX3164649","16S-Seq of Bacteria: Biopsy control gluten","Homo sapiens","Illumina MiSeq","Universidad Autonoma de Nuevo Leon","SRP116904","Remes-Troche Gluten sensitivity microbiota","SRS2495371","","9.47","1","109252","31668556","B15CRA","AMPLICON","METAGENOMIC","PCR"
"SRX3164648","16S-Seq of Bacteria: Biopsy sensible gluten-free","Homo sapiens","Illumina MiSeq","Universidad Autonoma de Nuevo Leon","SRP116904","Remes-Troche Gluten sensitivity microbiota","SRS2495369","","9.53","1","109926","31879103","B13SEB","AMPLICON","METAGENOMIC","PCR"
"SRX3164647","16S-Seq of Bacteria: Biopsy sensible gluten","Homo sapiens","Illumina MiSeq","Universidad Autonoma de Nuevo Leon","SRP116904","Remes-Troche Gluten sensitivity microbiota","SRS2495368","","6.81","1","78961","22760064","B10SEA","AMPLICON","METAGENOMIC","PCR"
"SRX3164646","16S-Seq of Bacteria: Biopsy celiac gluten-free","Homo sapiens","Illumina MiSeq","Universidad Autonoma de Nuevo Leon","SRP116904","Remes-Troche Gluten sensitivity microbiota","SRS2495367","","3.46","1","40514","11529161","B9CLB","AMPLICON","METAGENOMIC","PCR"
"SRX3164645","16S-Seq of Bacteria: Biopsy sensible gluten","Homo sapiens","Illumina MiSeq","Universidad Autonoma de Nuevo Leon","SRP116904","Remes-Troche Gluten sensitivity microbiota","SRS2495366","","6.67","1","77219","22333226","B11SEA","AMPLICON","METAGENOMIC","PCR"
"SRX3164644","16S-Seq of Bacteria: Biopsy sensible gluten-free","Homo sapiens","Illumina MiSeq","Universidad Autonoma de Nuevo Leon","SRP116904","Remes-Troche Gluten sensitivity microbiota","SRS2495365","","11.29","1","130266","37777283","B10SEB","AMPLICON","METAGENOMIC","PCR"
"SRX3164643","16S-Seq of Bacteria: Biopsy control gluten","Homo sapiens","Illumina MiSeq","Universidad Autonoma de Nuevo Leon","SRP116904","Remes-Troche Gluten sensitivity microbiota","SRS2495364","","12.75","1","147662","42863692","B26CRA","AMPLICON","METAGENOMIC","PCR"
"SRX3164642","16S-Seq of Bacteria: Feces control gluten","Homo sapiens","Illumina MiSeq","Universidad Autonoma de Nuevo Leon","SRP116904","Remes-Troche Gluten sensitivity microbiota","SRS2495363","","8.85","1","102598","29854629","F26CRA","AMPLICON","METAGENOMIC","PCR"
"SRX3164641","16S-Seq of Bacteria: Feces celiac gluten-free","Homo sapiens","Illumina MiSeq","Universidad Autonoma de Nuevo Leon","SRP116904","Remes-Troche Gluten sensitivity microbiota","SRS2495362","","8.22","1","95448","27805058","F9CLB","AMPLICON","METAGENOMIC","PCR"
"SRX3164640","16S-Seq of Bacteria: Biopsy control gluten-free","Homo sapiens","Illumina MiSeq","Universidad Autonoma de Nuevo Leon","SRP116904","Remes-Troche Gluten sensitivity microbiota","SRS2495361","","7.29","1","84455","24382867","B25CRB","AMPLICON","METAGENOMIC","PCR"
"SRX3164639","16S-Seq of Bacteria: Feces celiac gluten-free","Homo sapiens","Illumina MiSeq","Universidad Autonoma de Nuevo Leon","SRP116904","Remes-Troche Gluten sensitivity microbiota","SRS2495360","","4.11","1","47253","13771345","F16CLB","AMPLICON","METAGENOMIC","PCR"
"SRX3164638","16S-Seq of Bacteria: Feces celiac gluten","Homo sapiens","Illumina MiSeq","Universidad Autonoma de Nuevo Leon","SRP116904","Remes-Troche Gluten sensitivity microbiota","SRS2495359","","8.07","1","93602","27233752","F18CLA","AMPLICON","METAGENOMIC","PCR"
"SRX3164637","16S-Seq of Bacteria: Biopsy control gluten","Homo sapiens","Illumina MiSeq","Universidad Autonoma de Nuevo Leon","SRP116904","Remes-Troche Gluten sensitivity microbiota","SRS2495358","","6","1","69542","20043820","B25CRA","AMPLICON","METAGENOMIC","PCR"
"SRX3164636","16S-Seq of Bacteria: Feces celiac gluten-free","Homo sapiens","Illumina MiSeq","Universidad Autonoma de Nuevo Leon","SRP116904","Remes-Troche Gluten sensitivity microbiota","SRS2495357","","7.22","1","83241","24250147","F23CLB","AMPLICON","METAGENOMIC","PCR"
"SRX3164635","16S-Seq of Bacteria: Feces sensible gluten-free","Homo sapiens","Illumina MiSeq","Universidad Autonoma de Nuevo Leon","SRP116904","Remes-Troche Gluten sensitivity microbiota","SRS2495356","","8.64","1","101156","29430876","F10SEB","AMPLICON","METAGENOMIC","PCR"
"SRX3164634","16S-Seq of Bacteria: Biopsy celiac gluten-free","Homo sapiens","Illumina MiSeq","Universidad Autonoma de Nuevo Leon","SRP116904","Remes-Troche Gluten sensitivity microbiota","SRS2495355","","8.23","1","95976","27763610","B18CLB","AMPLICON","METAGENOMIC","PCR"
"SRX3164633","16S-Seq of Bacteria: Feces control gluten-free","Homo sapiens","Illumina MiSeq","Universidad Autonoma de Nuevo Leon","SRP116904","Remes-Troche Gluten sensitivity microbiota","SRS2495354","","12.13","1","141984","41257756","F26CRB","AMPLICON","METAGENOMIC","PCR"
"SRX3164632","16S-Seq of Bacteria: Feces control gluten","Homo sapiens","Illumina MiSeq","Universidad Autonoma de Nuevo Leon","SRP116904","Remes-Troche Gluten sensitivity microbiota","SRS2495353","","10.57","1","122547","35568591","F25CRA","AMPLICON","METAGENOMIC","PCR"
"SRX3164631","16S-Seq of Bacteria: Feces celiac gluten-free","Homo sapiens","Illumina MiSeq","Universidad Autonoma de Nuevo Leon","SRP116904","Remes-Troche Gluten sensitivity microbiota","SRS2495352","","3","1","34028","9916521","F18CLB","AMPLICON","METAGENOMIC","PCR"
"SRX3164630","16S-Seq of Bacteria: Feces control gluten-free","Homo sapiens","Illumina MiSeq","Universidad Autonoma de Nuevo Leon","SRP116904","Remes-Troche Gluten sensitivity microbiota","SRS2495351","","7.84","1","92893","27046210","F15CRB","AMPLICON","METAGENOMIC","PCR"
