"Experiment Accession","Experiment Title","Organism Name","Instrument","Submitter","Study Accession","Study Title","Sample Accession","Sample Title","Total Size, Mb","Total RUNs","Total Spots","Total Bases","Library Name","Library Strategy","Library Source","Library Selection"
"SRX1962186","saliva microbe CD021","human metagenome","Illumina MiSeq","Boston University","SRP078999","Microbiome 16S rRNA gene sequencing","SRS1572090","","24.8","1","124536","52615266","53","AMPLICON","METAGENOMIC","PCR"
"SRX1962185","saliva microbe CD020","human metagenome","Illumina MiSeq","Boston University","SRP078999","Microbiome 16S rRNA gene sequencing","SRS1572089","","27.75","1","140682","59240468","52","AMPLICON","METAGENOMIC","PCR"
"SRX1962184","saliva microbe CD019","human metagenome","Illumina MiSeq","Boston University","SRP078999","Microbiome 16S rRNA gene sequencing","SRS1572088","","22.74","1","113642","47877587","51","AMPLICON","METAGENOMIC","PCR"
"SRX1962183","saliva microbe HC006","human metagenome","Illumina MiSeq","Boston University","SRP078999","Microbiome 16S rRNA gene sequencing","SRS1572087","","8.16","1","40467","16893637","6","AMPLICON","METAGENOMIC","PCR"
"SRX1962182","saliva microbe CD018","human metagenome","Illumina MiSeq","Boston University","SRP078999","Microbiome 16S rRNA gene sequencing","SRS1572086","","20.66","1","102816","43232295","50","AMPLICON","METAGENOMIC","PCR"
"SRX1962181","saliva microbe CD017","human metagenome","Illumina MiSeq","Boston University","SRP078999","Microbiome 16S rRNA gene sequencing","SRS1572085","","14.81","1","74618","31390157","49","AMPLICON","METAGENOMIC","PCR"
"SRX1962180","saliva microbe CD016","human metagenome","Illumina MiSeq","Boston University","SRP078999","Microbiome 16S rRNA gene sequencing","SRS1572084","","12.73","1","63414","26674389","48","AMPLICON","METAGENOMIC","PCR"
"SRX1962179","saliva microbe CD015","human metagenome","Illumina MiSeq","Boston University","SRP078999","Microbiome 16S rRNA gene sequencing","SRS1572083","","15.24","1","76393","32175208","47","AMPLICON","METAGENOMIC","PCR"
"SRX1962178","saliva microbe CD014","human metagenome","Illumina MiSeq","Boston University","SRP078999","Microbiome 16S rRNA gene sequencing","SRS1572082","","18.31","1","91807","38916243","46","AMPLICON","METAGENOMIC","PCR"
"SRX1962177","saliva microbe CD013","human metagenome","Illumina MiSeq","Boston University","SRP078999","Microbiome 16S rRNA gene sequencing","SRS1572081","","11.72","1","59861","25148961","45","AMPLICON","METAGENOMIC","PCR"
"SRX1962176","saliva microbe CD012","human metagenome","Illumina MiSeq","Boston University","SRP078999","Microbiome 16S rRNA gene sequencing","SRS1572080","","14.91","1","74731","31484400","44","AMPLICON","METAGENOMIC","PCR"
"SRX1962175","saliva microbe CD011","human metagenome","Illumina MiSeq","Boston University","SRP078999","Microbiome 16S rRNA gene sequencing","SRS1572079","","24.17","1","118478","49686912","43","AMPLICON","METAGENOMIC","PCR"
"SRX1962174","saliva microbe CD010","human metagenome","Illumina MiSeq","Boston University","SRP078999","Microbiome 16S rRNA gene sequencing","SRS1572078","","19.06","1","95956","40413188","42","AMPLICON","METAGENOMIC","PCR"
"SRX1962173","saliva microbe CD009","human metagenome","Illumina MiSeq","Boston University","SRP078999","Microbiome 16S rRNA gene sequencing","SRS1572077","","16.69","1","83743","34844234","41","AMPLICON","METAGENOMIC","PCR"
"SRX1962172","saliva microbe HC005","human metagenome","Illumina MiSeq","Boston University","SRP078999","Microbiome 16S rRNA gene sequencing","SRS1572076","","6.9","1","34148","14229977","5","AMPLICON","METAGENOMIC","PCR"
"SRX1962171","saliva microbe CD008","human metagenome","Illumina MiSeq","Boston University","SRP078999","Microbiome 16S rRNA gene sequencing","SRS1572075","","13.35","1","67712","28648152","40","AMPLICON","METAGENOMIC","PCR"
"SRX1962170","saliva microbe CD007","human metagenome","Illumina MiSeq","Boston University","SRP078999","Microbiome 16S rRNA gene sequencing","SRS1572074","","22.04","1","110194","46246679","39","AMPLICON","METAGENOMIC","PCR"
"SRX1962169","saliva microbe CD006","human metagenome","Illumina MiSeq","Boston University","SRP078999","Microbiome 16S rRNA gene sequencing","SRS1572073","","14.26","1","71876","30395951","38","AMPLICON","METAGENOMIC","PCR"
"SRX1962168","saliva microbe CD005","human metagenome","Illumina MiSeq","Boston University","SRP078999","Microbiome 16S rRNA gene sequencing","SRS1572072","","8.78","1","44432","18498291","37","AMPLICON","METAGENOMIC","PCR"
"SRX1962167","saliva microbe CD004","human metagenome","Illumina MiSeq","Boston University","SRP078999","Microbiome 16S rRNA gene sequencing","SRS1572071","","7.83","1","39380","16426246","36","AMPLICON","METAGENOMIC","PCR"
"SRX1962166","saliva microbe CD003","human metagenome","Illumina MiSeq","Boston University","SRP078999","Microbiome 16S rRNA gene sequencing","SRS1572070","","6.54","1","32414","13502457","35","AMPLICON","METAGENOMIC","PCR"
"SRX1962165","saliva microbe CD002","human metagenome","Illumina MiSeq","Boston University","SRP078999","Microbiome 16S rRNA gene sequencing","SRS1572069","","7.2","1","36089","15080095","34","AMPLICON","METAGENOMIC","PCR"
"SRX1962164","saliva microbe CD001","human metagenome","Illumina MiSeq","Boston University","SRP078999","Microbiome 16S rRNA gene sequencing","SRS1572068","","11.95","1","60239","25375529","33","AMPLICON","METAGENOMIC","PCR"
"SRX1962163","saliva microbe GI012","human metagenome","Illumina MiSeq","Boston University","SRP078999","Microbiome 16S rRNA gene sequencing","SRS1572067","","21.05","1","106400","44919448","32","AMPLICON","METAGENOMIC","PCR"
"SRX1962162","saliva microbe GI011","human metagenome","Illumina MiSeq","Boston University","SRP078999","Microbiome 16S rRNA gene sequencing","SRS1572066","","15.19","1","76196","31728691","31","AMPLICON","METAGENOMIC","PCR"
"SRX1962161","saliva microbe HC004","human metagenome","Illumina MiSeq","Boston University","SRP078999","Microbiome 16S rRNA gene sequencing","SRS1572065","","3.59","1","17576","7299151","4","AMPLICON","METAGENOMIC","PCR"
"SRX1962160","saliva microbe GI010","human metagenome","Illumina MiSeq","Boston University","SRP078999","Microbiome 16S rRNA gene sequencing","SRS1572064","","18.1","1","91536","38684253","30","AMPLICON","METAGENOMIC","PCR"
"SRX1962159","saliva microbe GI009","human metagenome","Illumina MiSeq","Boston University","SRP078999","Microbiome 16S rRNA gene sequencing","SRS1572063","","12.8","1","65650","27794056","29","AMPLICON","METAGENOMIC","PCR"
"SRX1962158","saliva microbe GI008","human metagenome","Illumina MiSeq","Boston University","SRP078999","Microbiome 16S rRNA gene sequencing","SRS1572062","","23.42","1","117071","49297537","28","AMPLICON","METAGENOMIC","PCR"
"SRX1962157","saliva microbe GI007","human metagenome","Illumina MiSeq","Boston University","SRP078999","Microbiome 16S rRNA gene sequencing","SRS1572061","","19.14","1","95598","40303277","27","AMPLICON","METAGENOMIC","PCR"
"SRX1962156","saliva microbe GI006","human metagenome","Illumina MiSeq","Boston University","SRP078999","Microbiome 16S rRNA gene sequencing","SRS1572060","","13.16","1","66590","27996988","26","AMPLICON","METAGENOMIC","PCR"
"SRX1962155","saliva microbe GI005","human metagenome","Illumina MiSeq","Boston University","SRP078999","Microbiome 16S rRNA gene sequencing","SRS1572059","","17.48","1","87981","36989276","25","AMPLICON","METAGENOMIC","PCR"
"SRX1962154","saliva microbe GI004","human metagenome","Illumina MiSeq","Boston University","SRP078999","Microbiome 16S rRNA gene sequencing","SRS1572058","","10.25","1","51358","21434228","24","AMPLICON","METAGENOMIC","PCR"
"SRX1962153","saliva microbe GI003","human metagenome","Illumina MiSeq","Boston University","SRP078999","Microbiome 16S rRNA gene sequencing","SRS1572057","","7.3","1","36506","15202929","23","AMPLICON","METAGENOMIC","PCR"
"SRX1962152","saliva microbe GI002","human metagenome","Illumina MiSeq","Boston University","SRP078999","Microbiome 16S rRNA gene sequencing","SRS1572056","","6.81","1","33668","14063413","22","AMPLICON","METAGENOMIC","PCR"
"SRX1962151","saliva microbe GI001","human metagenome","Illumina MiSeq","Boston University","SRP078999","Microbiome 16S rRNA gene sequencing","SRS1572055","","5.24","1","25961","10821876","21","AMPLICON","METAGENOMIC","PCR"
"SRX1962150","saliva microbe HC003","human metagenome","Illumina MiSeq","Boston University","SRP078999","Microbiome 16S rRNA gene sequencing","SRS1572054","","23.59","1","117284","49278905","3","AMPLICON","METAGENOMIC","PCR"
"SRX1962149","saliva microbe HC020","human metagenome","Illumina MiSeq","Boston University","SRP078999","Microbiome 16S rRNA gene sequencing","SRS1572053","","21.85","1","110204","46460967","20","AMPLICON","METAGENOMIC","PCR"
"SRX1962148","saliva microbe HC019","human metagenome","Illumina MiSeq","Boston University","SRP078999","Microbiome 16S rRNA gene sequencing","SRS1572050","","15.33","1","76800","32383628","19","AMPLICON","METAGENOMIC","PCR"
"SRX1962147","saliva microbe HC018","human metagenome","Illumina MiSeq","Boston University","SRP078999","Microbiome 16S rRNA gene sequencing","SRS1572052","","23.85","1","127492","53072787","18","AMPLICON","METAGENOMIC","PCR"
"SRX1962146","saliva microbe HC017","human metagenome","Illumina MiSeq","Boston University","SRP078999","Microbiome 16S rRNA gene sequencing","SRS1572051","","21.4","1","107566","44932898","17","AMPLICON","METAGENOMIC","PCR"
"SRX1962145","saliva microbe HC016","human metagenome","Illumina MiSeq","Boston University","SRP078999","Microbiome 16S rRNA gene sequencing","SRS1572049","","18","1","90180","38030428","16","AMPLICON","METAGENOMIC","PCR"
"SRX1962144","saliva microbe HC015","human metagenome","Illumina MiSeq","Boston University","SRP078999","Microbiome 16S rRNA gene sequencing","SRS1572048","","19.47","1","99638","42359781","15","AMPLICON","METAGENOMIC","PCR"
"SRX1962143","saliva microbe HC014","human metagenome","Illumina MiSeq","Boston University","SRP078999","Microbiome 16S rRNA gene sequencing","SRS1572047","","21.84","1","108601","45831674","14","AMPLICON","METAGENOMIC","PCR"
"SRX1962142","saliva microbe HC013","human metagenome","Illumina MiSeq","Boston University","SRP078999","Microbiome 16S rRNA gene sequencing","SRS1572046","","11.63","1","58373","24581703","13","AMPLICON","METAGENOMIC","PCR"
"SRX1962141","saliva microbe HC012","human metagenome","Illumina MiSeq","Boston University","SRP078999","Microbiome 16S rRNA gene sequencing","SRS1572045","","15.6","1","77247","32691358","12","AMPLICON","METAGENOMIC","PCR"
"SRX1962140","saliva microbe HC011","human metagenome","Illumina MiSeq","Boston University","SRP078999","Microbiome 16S rRNA gene sequencing","SRS1572044","","11.15","1","55680","23449634","11","AMPLICON","METAGENOMIC","PCR"
"SRX1962139","saliva microbe HC002","human metagenome","Illumina MiSeq","Boston University","SRP078999","Microbiome 16S rRNA gene sequencing","SRS1572043","","22.12","1","111190","46590952","2","AMPLICON","METAGENOMIC","PCR"
"SRX1962138","saliva microbe HC001","human metagenome","Illumina MiSeq","Boston University","SRP078999","Microbiome 16S rRNA gene sequencing","SRS1572042","","22.52","1","113136","47503929","1","AMPLICON","METAGENOMIC","PCR"
