"Experiment Accession","Experiment Title","Organism Name","Instrument","Submitter","Study Accession","Study Title","Sample Accession","Sample Title","Total Size, Mb","Total RUNs","Total Spots","Total Bases","Library Name","Library Strategy","Library Source","Library Selection"
"SRX1951750","Changes in mucosal gut microbiota of human volunteers with Coeliac Disease following experimental hookworm infection and consecutive gluten challenges","human gut metagenome","Illumina MiSeq","University of Cambridge","SRP078558","Changes in duodenal tissue-associated microbiota following hookworm infection and consecutive gluten challenges in humans with coeliac disease","SRS1565980","","134.33","1","372615","209363841","BID1T0","AMPLICON","METAGENOMIC","unspecified"
"SRX1951719","Changes in mucosal gut microbiota of human volunteers with Coeliac Disease following experimental hookworm infection and consecutive gluten challenges","human gut metagenome","Illumina MiSeq","University of Cambridge","SRP078558","Changes in duodenal tissue-associated microbiota following hookworm infection and consecutive gluten challenges in humans with coeliac disease","SRS1565948","","102.98","1","280533","154017174","BID10T36","AMPLICON","METAGENOMIC","unspecified"
"SRX1951717","Changes in mucosal gut microbiota of human volunteers with Coeliac Disease following experimental hookworm infection and consecutive gluten challenges","human gut metagenome","Illumina MiSeq","University of Cambridge","SRP078558","Changes in duodenal tissue-associated microbiota following hookworm infection and consecutive gluten challenges in humans with coeliac disease","SRS1565947","","149.5","1","424415","234240585","BID10T24","AMPLICON","METAGENOMIC","unspecified"
"SRX1951716","Changes in mucosal gut microbiota of human volunteers with Coeliac Disease following experimental hookworm infection and consecutive gluten challenges","human gut metagenome","Illumina MiSeq","University of Cambridge","SRP078558","Changes in duodenal tissue-associated microbiota following hookworm infection and consecutive gluten challenges in humans with coeliac disease","SRS1565946","","193.11","1","559337","303137264","BID10T0","AMPLICON","METAGENOMIC","unspecified"
"SRX1951715","Changes in mucosal gut microbiota of human volunteers with Coeliac Disease following experimental hookworm infection and consecutive gluten challenges","human gut metagenome","Illumina MiSeq","University of Cambridge","SRP078558","Changes in duodenal tissue-associated microbiota following hookworm infection and consecutive gluten challenges in humans with coeliac disease","SRS1565945","","174.84","1","491879","273053132","BC6","AMPLICON","METAGENOMIC","unspecified"
"SRX1951714","Changes in mucosal gut microbiota of human volunteers with Coeliac Disease following experimental hookworm infection and consecutive gluten challenges","human gut metagenome","Illumina MiSeq","University of Cambridge","SRP078558","Changes in duodenal tissue-associated microbiota following hookworm infection and consecutive gluten challenges in humans with coeliac disease","SRS1565944","","90.64","1","250415","138428169","BC5","AMPLICON","METAGENOMIC","unspecified"
"SRX1951713","Changes in mucosal gut microbiota of human volunteers with Coeliac Disease following experimental hookworm infection and consecutive gluten challenges","human gut metagenome","Illumina MiSeq","University of Cambridge","SRP078558","Changes in duodenal tissue-associated microbiota following hookworm infection and consecutive gluten challenges in humans with coeliac disease","SRS1565943","","175.81","1","493411","277623576","BC4","AMPLICON","METAGENOMIC","unspecified"
"SRX1951712","Changes in mucosal gut microbiota of human volunteers with Coeliac Disease following experimental hookworm infection and consecutive gluten challenges","human gut metagenome","Illumina MiSeq","University of Cambridge","SRP078558","Changes in duodenal tissue-associated microbiota following hookworm infection and consecutive gluten challenges in humans with coeliac disease","SRS1565942","","138.14","1","385895","216945850","BC3","AMPLICON","METAGENOMIC","unspecified"
"SRX1951632","Changes in mucosal gut microbiota of human volunteers with Coeliac Disease following experimental hookworm infection and consecutive gluten challenges","human gut metagenome","Illumina MiSeq","University of Cambridge","SRP078558","Changes in duodenal tissue-associated microbiota following hookworm infection and consecutive gluten challenges in humans with coeliac disease","SRS1565881","","181.87","1","505859","282263111","BC2","AMPLICON","METAGENOMIC","unspecified"
"SRX1950592","Changes in mucosal gut microbiota of human volunteers with Coeliac Disease following experimental hookworm infection and consecutive gluten challenges","human gut metagenome","Illumina MiSeq","University of Cambridge","SRP078558","Changes in duodenal tissue-associated microbiota following hookworm infection and consecutive gluten challenges in humans with coeliac disease","SRS1565132","","124.68","1","350504","197303937","BC1","AMPLICON","METAGENOMIC","unspecified"
