"Experiment Accession","Experiment Title","Organism Name","Instrument","Submitter","Study Accession","Study Title","Sample Accession","Sample Title","Total Size, Mb","Total RUNs","Total Spots","Total Bases","Library Name","Library Strategy","Library Source","Library Selection"
"SRX17907315","healthy Control sample 23","metagenome","Illumina NovaSeq 6000","People's Hospital of Xinjiang Uygur Autonomous Reg","SRP402883","Characteristics of Gut Microbiota in Patients with Celiac Disease in Northwest China","SRS15423998","","23.53","1","157684","78860453","HC23","AMPLICON","METAGENOMIC","PCR"
"SRX17907314","healthy Control sample 22","metagenome","Illumina NovaSeq 6000","People's Hospital of Xinjiang Uygur Autonomous Reg","SRP402883","Characteristics of Gut Microbiota in Patients with Celiac Disease in Northwest China","SRS15423997","","18.61","1","123245","61595290","HC22","AMPLICON","METAGENOMIC","PCR"
"SRX17907313","healthy Control sample 21","metagenome","Illumina NovaSeq 6000","People's Hospital of Xinjiang Uygur Autonomous Reg","SRP402883","Characteristics of Gut Microbiota in Patients with Celiac Disease in Northwest China","SRS15423996","","27.54","1","184786","92405229","HC21","AMPLICON","METAGENOMIC","PCR"
"SRX17907312","celiac disease sample 6","metagenome","Illumina NovaSeq 6000","People's Hospital of Xinjiang Uygur Autonomous Reg","SRP402883","Characteristics of Gut Microbiota in Patients with Celiac Disease in Northwest China","SRS15423995","","16.74","1","112726","56316185","CD6","AMPLICON","METAGENOMIC","PCR"
"SRX17907311","healthy Control sample 20","metagenome","Illumina NovaSeq 6000","People's Hospital of Xinjiang Uygur Autonomous Reg","SRP402883","Characteristics of Gut Microbiota in Patients with Celiac Disease in Northwest China","SRS15423994","","24.87","1","166427","83220234","HC20","AMPLICON","METAGENOMIC","PCR"
"SRX17907310","healthy Control sample 19","metagenome","Illumina NovaSeq 6000","People's Hospital of Xinjiang Uygur Autonomous Reg","SRP402883","Characteristics of Gut Microbiota in Patients with Celiac Disease in Northwest China","SRS15423993","","26.61","1","161931","81000314","HC19","AMPLICON","METAGENOMIC","PCR"
"SRX17907309","healthy Control sample 18","metagenome","Illumina NovaSeq 6000","People's Hospital of Xinjiang Uygur Autonomous Reg","SRP402883","Characteristics of Gut Microbiota in Patients with Celiac Disease in Northwest China","SRS15423992","","28.88","1","191205","95610664","HC18","AMPLICON","METAGENOMIC","PCR"
"SRX17907308","healthy Control sample 17","metagenome","Illumina NovaSeq 6000","People's Hospital of Xinjiang Uygur Autonomous Reg","SRP402883","Characteristics of Gut Microbiota in Patients with Celiac Disease in Northwest China","SRS15423991","","24.87","1","163872","81920912","HC17","AMPLICON","METAGENOMIC","PCR"
"SRX17907307","healthy Control sample 16","metagenome","Illumina NovaSeq 6000","People's Hospital of Xinjiang Uygur Autonomous Reg","SRP402883","Characteristics of Gut Microbiota in Patients with Celiac Disease in Northwest China","SRS15423990","","13.98","1","93895","46907541","HC16","AMPLICON","METAGENOMIC","PCR"
"SRX17907306","healthy Control sample 15","metagenome","Illumina NovaSeq 6000","People's Hospital of Xinjiang Uygur Autonomous Reg","SRP402883","Characteristics of Gut Microbiota in Patients with Celiac Disease in Northwest China","SRS15423989","","14.84","1","99558","49802991","HC15","AMPLICON","METAGENOMIC","PCR"
"SRX17907305","healthy Control sample 14","metagenome","Illumina NovaSeq 6000","People's Hospital of Xinjiang Uygur Autonomous Reg","SRP402883","Characteristics of Gut Microbiota in Patients with Celiac Disease in Northwest China","SRS15423988","","21.26","1","139459","69741203","HC14","AMPLICON","METAGENOMIC","PCR"
"SRX17907304","healthy Control sample 13","metagenome","Illumina NovaSeq 6000","People's Hospital of Xinjiang Uygur Autonomous Reg","SRP402883","Characteristics of Gut Microbiota in Patients with Celiac Disease in Northwest China","SRS15423987","","21.09","1","139526","69598623","HC13","AMPLICON","METAGENOMIC","PCR"
"SRX17907303","healthy Control sample 12","metagenome","Illumina NovaSeq 6000","People's Hospital of Xinjiang Uygur Autonomous Reg","SRP402883","Characteristics of Gut Microbiota in Patients with Celiac Disease in Northwest China","SRS15423985","","13.46","1","88204","44105625","HC12","AMPLICON","METAGENOMIC","PCR"
"SRX17907302","healthy Control sample 11","metagenome","Illumina NovaSeq 6000","People's Hospital of Xinjiang Uygur Autonomous Reg","SRP402883","Characteristics of Gut Microbiota in Patients with Celiac Disease in Northwest China","SRS15423986","","14.86","1","98932","49448448","HC11","AMPLICON","METAGENOMIC","PCR"
"SRX17907301","celiac disease sample 5","metagenome","Illumina NovaSeq 6000","People's Hospital of Xinjiang Uygur Autonomous Reg","SRP402883","Characteristics of Gut Microbiota in Patients with Celiac Disease in Northwest China","SRS15423984","","35.1","1","233708","116694302","CD5","AMPLICON","METAGENOMIC","PCR"
"SRX17907300","healthy Control sample 10","metagenome","Illumina NovaSeq 6000","People's Hospital of Xinjiang Uygur Autonomous Reg","SRP402883","Characteristics of Gut Microbiota in Patients with Celiac Disease in Northwest China","SRS15423983","","22","1","147843","73957689","HC10","AMPLICON","METAGENOMIC","PCR"
"SRX17907299","healthy Control sample 9","metagenome","Illumina NovaSeq 6000","People's Hospital of Xinjiang Uygur Autonomous Reg","SRP402883","Characteristics of Gut Microbiota in Patients with Celiac Disease in Northwest China","SRS15423982","","27.72","1","182171","91131610","HC9","AMPLICON","METAGENOMIC","PCR"
"SRX17907298","healthy Control sample 8","metagenome","Illumina NovaSeq 6000","People's Hospital of Xinjiang Uygur Autonomous Reg","SRP402883","Characteristics of Gut Microbiota in Patients with Celiac Disease in Northwest China","SRS15423981","","17.77","1","118068","59017352","HC8","AMPLICON","METAGENOMIC","PCR"
"SRX17907297","healthy Control sample 7","metagenome","Illumina NovaSeq 6000","People's Hospital of Xinjiang Uygur Autonomous Reg","SRP402883","Characteristics of Gut Microbiota in Patients with Celiac Disease in Northwest China","SRS15423980","","26.51","1","177400","88718588","HC7","AMPLICON","METAGENOMIC","PCR"
"SRX17907296","healthy Control sample 6","metagenome","Illumina NovaSeq 6000","People's Hospital of Xinjiang Uygur Autonomous Reg","SRP402883","Characteristics of Gut Microbiota in Patients with Celiac Disease in Northwest China","SRS15423979","","23.16","1","151157","75570950","HC6","AMPLICON","METAGENOMIC","PCR"
"SRX17907295","healthy Control sample 5","metagenome","Illumina NovaSeq 6000","People's Hospital of Xinjiang Uygur Autonomous Reg","SRP402883","Characteristics of Gut Microbiota in Patients with Celiac Disease in Northwest China","SRS15423978","","21.11","1","140941","70478762","HC5","AMPLICON","METAGENOMIC","PCR"
"SRX17907294","healthy Control sample 4","metagenome","Illumina NovaSeq 6000","People's Hospital of Xinjiang Uygur Autonomous Reg","SRP402883","Characteristics of Gut Microbiota in Patients with Celiac Disease in Northwest China","SRS15423977","","17.84","1","118816","59323553","HC4","AMPLICON","METAGENOMIC","PCR"
"SRX17907293","healthy Control sample 3","metagenome","Illumina NovaSeq 6000","People's Hospital of Xinjiang Uygur Autonomous Reg","SRP402883","Characteristics of Gut Microbiota in Patients with Celiac Disease in Northwest China","SRS15423976","","25.92","1","173401","86695466","HC3","AMPLICON","METAGENOMIC","PCR"
"SRX17907292","healthy Control sample 2","metagenome","Illumina NovaSeq 6000","People's Hospital of Xinjiang Uygur Autonomous Reg","SRP402883","Characteristics of Gut Microbiota in Patients with Celiac Disease in Northwest China","SRS15423975","","21.97","1","146440","73176746","HC2","AMPLICON","METAGENOMIC","PCR"
"SRX17907291","healthy Control sample 1","metagenome","Illumina NovaSeq 6000","People's Hospital of Xinjiang Uygur Autonomous Reg","SRP402883","Characteristics of Gut Microbiota in Patients with Celiac Disease in Northwest China","SRS15423974","","20.64","1","138048","69040650","HC1","AMPLICON","METAGENOMIC","PCR"
"SRX17907290","celiac disease sample 4","metagenome","Illumina NovaSeq 6000","People's Hospital of Xinjiang Uygur Autonomous Reg","SRP402883","Characteristics of Gut Microbiota in Patients with Celiac Disease in Northwest China","SRS15423973","","13.65","1","89482","44719381","CD4","AMPLICON","METAGENOMIC","PCR"
"SRX17907289","celiac disease sample 30","metagenome","Illumina NovaSeq 6000","People's Hospital of Xinjiang Uygur Autonomous Reg","SRP402883","Characteristics of Gut Microbiota in Patients with Celiac Disease in Northwest China","SRS15423972","","44.36","1","296280","148163226","CD30","AMPLICON","METAGENOMIC","PCR"
"SRX17907288","celiac disease sample 29","metagenome","Illumina NovaSeq 6000","People's Hospital of Xinjiang Uygur Autonomous Reg","SRP402883","Characteristics of Gut Microbiota in Patients with Celiac Disease in Northwest China","SRS15423971","","24.64","1","165421","82602408","CD29","AMPLICON","METAGENOMIC","PCR"
"SRX17907287","celiac disease sample 28","metagenome","Illumina NovaSeq 6000","People's Hospital of Xinjiang Uygur Autonomous Reg","SRP402883","Characteristics of Gut Microbiota in Patients with Celiac Disease in Northwest China","SRS15423970","","22.28","1","147723","73850271","CD28","AMPLICON","METAGENOMIC","PCR"
"SRX17907286","celiac disease sample 27","metagenome","Illumina NovaSeq 6000","People's Hospital of Xinjiang Uygur Autonomous Reg","SRP402883","Characteristics of Gut Microbiota in Patients with Celiac Disease in Northwest China","SRS15423969","","23.46","1","151804","75831414","CD27","AMPLICON","METAGENOMIC","PCR"
"SRX17907285","celiac disease sample 26","metagenome","Illumina NovaSeq 6000","People's Hospital of Xinjiang Uygur Autonomous Reg","SRP402883","Characteristics of Gut Microbiota in Patients with Celiac Disease in Northwest China","SRS15423968","","18.13","1","122457","61177407","CD26","AMPLICON","METAGENOMIC","PCR"
"SRX17907284","celiac disease sample 25","metagenome","Illumina NovaSeq 6000","People's Hospital of Xinjiang Uygur Autonomous Reg","SRP402883","Characteristics of Gut Microbiota in Patients with Celiac Disease in Northwest China","SRS15423967","","15.4","1","103587","51783139","CD25","AMPLICON","METAGENOMIC","PCR"
"SRX17907283","celiac disease sample 24","metagenome","Illumina NovaSeq 6000","People's Hospital of Xinjiang Uygur Autonomous Reg","SRP402883","Characteristics of Gut Microbiota in Patients with Celiac Disease in Northwest China","SRS15423966","","17.96","1","119762","59875737","CD24","AMPLICON","METAGENOMIC","PCR"
"SRX17907282","celiac disease sample 23","metagenome","Illumina NovaSeq 6000","People's Hospital of Xinjiang Uygur Autonomous Reg","SRP402883","Characteristics of Gut Microbiota in Patients with Celiac Disease in Northwest China","SRS15423965","","24.17","1","161087","80504697","CD23","AMPLICON","METAGENOMIC","PCR"
"SRX17907281","celiac disease sample 22","metagenome","Illumina NovaSeq 6000","People's Hospital of Xinjiang Uygur Autonomous Reg","SRP402883","Characteristics of Gut Microbiota in Patients with Celiac Disease in Northwest China","SRS15423964","","20.89","1","135796","67889508","CD22","AMPLICON","METAGENOMIC","PCR"
"SRX17907280","celiac disease sample 21","metagenome","Illumina NovaSeq 6000","People's Hospital of Xinjiang Uygur Autonomous Reg","SRP402883","Characteristics of Gut Microbiota in Patients with Celiac Disease in Northwest China","SRS15423963","","24.74","1","164127","82026910","CD21","AMPLICON","METAGENOMIC","PCR"
"SRX17907279","celiac disease sample 3","metagenome","Illumina NovaSeq 6000","People's Hospital of Xinjiang Uygur Autonomous Reg","SRP402883","Characteristics of Gut Microbiota in Patients with Celiac Disease in Northwest China","SRS15423962","","31.22","1","208452","104211907","CD3","AMPLICON","METAGENOMIC","PCR"
"SRX17907278","celiac disease sample 20","metagenome","Illumina NovaSeq 6000","People's Hospital of Xinjiang Uygur Autonomous Reg","SRP402883","Characteristics of Gut Microbiota in Patients with Celiac Disease in Northwest China","SRS15423961","","22.52","1","147562","73764293","CD20","AMPLICON","METAGENOMIC","PCR"
"SRX17907277","celiac disease sample 19","metagenome","Illumina NovaSeq 6000","People's Hospital of Xinjiang Uygur Autonomous Reg","SRP402883","Characteristics of Gut Microbiota in Patients with Celiac Disease in Northwest China","SRS15423960","","15.17","1","98225","49069513","CD19","AMPLICON","METAGENOMIC","PCR"
"SRX17907276","celiac disease sample 18","metagenome","Illumina NovaSeq 6000","People's Hospital of Xinjiang Uygur Autonomous Reg","SRP402883","Characteristics of Gut Microbiota in Patients with Celiac Disease in Northwest China","SRS15423959","","22.65","1","149911","74953354","CD18","AMPLICON","METAGENOMIC","PCR"
"SRX17907275","celiac disease sample 17","metagenome","Illumina NovaSeq 6000","People's Hospital of Xinjiang Uygur Autonomous Reg","SRP402883","Characteristics of Gut Microbiota in Patients with Celiac Disease in Northwest China","SRS15423958","","26.35","1","174737","87364788","CD17","AMPLICON","METAGENOMIC","PCR"
"SRX17907274","celiac disease sample 16","metagenome","Illumina NovaSeq 6000","People's Hospital of Xinjiang Uygur Autonomous Reg","SRP402883","Characteristics of Gut Microbiota in Patients with Celiac Disease in Northwest China","SRS15423957","","18.87","1","124570","62275291","CD16","AMPLICON","METAGENOMIC","PCR"
"SRX17907273","celiac disease sample 15","metagenome","Illumina NovaSeq 6000","People's Hospital of Xinjiang Uygur Autonomous Reg","SRP402883","Characteristics of Gut Microbiota in Patients with Celiac Disease in Northwest China","SRS15423956","","25.94","1","170395","85180571","CD15","AMPLICON","METAGENOMIC","PCR"
"SRX17907272","celiac disease sample 14","metagenome","Illumina NovaSeq 6000","People's Hospital of Xinjiang Uygur Autonomous Reg","SRP402883","Characteristics of Gut Microbiota in Patients with Celiac Disease in Northwest China","SRS15423955","","24.63","1","163399","81707256","CD14","AMPLICON","METAGENOMIC","PCR"
"SRX17907271","celiac disease sample 13","metagenome","Illumina NovaSeq 6000","People's Hospital of Xinjiang Uygur Autonomous Reg","SRP402883","Characteristics of Gut Microbiota in Patients with Celiac Disease in Northwest China","SRS15423954","","15.03","1","100268","50132963","CD13","AMPLICON","METAGENOMIC","PCR"
"SRX17907270","celiac disease sample 12","metagenome","Illumina NovaSeq 6000","People's Hospital of Xinjiang Uygur Autonomous Reg","SRP402883","Characteristics of Gut Microbiota in Patients with Celiac Disease in Northwest China","SRS15423953","","26.74","1","169661","84829388","CD12","AMPLICON","METAGENOMIC","PCR"
"SRX17907269","celiac disease sample 11","metagenome","Illumina NovaSeq 6000","People's Hospital of Xinjiang Uygur Autonomous Reg","SRP402883","Characteristics of Gut Microbiota in Patients with Celiac Disease in Northwest China","SRS15423952","","25.08","1","166259","82932174","CD11","AMPLICON","METAGENOMIC","PCR"
"SRX17907268","celiac disease sample 2","metagenome","Illumina NovaSeq 6000","People's Hospital of Xinjiang Uygur Autonomous Reg","SRP402883","Characteristics of Gut Microbiota in Patients with Celiac Disease in Northwest China","SRS15423951","","29.09","1","195826","97869370","CD2","AMPLICON","METAGENOMIC","PCR"
"SRX17907267","celiac disease sample 1","metagenome","Illumina NovaSeq 6000","People's Hospital of Xinjiang Uygur Autonomous Reg","SRP402883","Characteristics of Gut Microbiota in Patients with Celiac Disease in Northwest China","SRS15423950","","28.46","1","190421","95201895","CD1","AMPLICON","METAGENOMIC","PCR"
