"Experiment Accession","Experiment Title","Organism Name","Instrument","Submitter","Study Accession","Study Title","Sample Accession","Sample Title","Total Size, Mb","Total RUNs","Total Spots","Total Bases","Library Name","Library Strategy","Library Source","Library Selection"
"SRX2788389","Amplicon-seq of gut microbiota: Homo Sapiens","human gut metagenome","Illumina MiSeq","National centre for cell science","SRP106586","Small Intestinal And Faecal Microbiota Of Adult Celiac Patients And First-Degree Relatives.","SRS2169958","","201.55","1","996714","498357000","cb43","AMPLICON","METAGENOMIC","PCR"
"SRX2788388","Amplicon-seq of gut microbiota: Homo Sapiens","human gut metagenome","Illumina MiSeq","National centre for cell science","SRP106586","Small Intestinal And Faecal Microbiota Of Adult Celiac Patients And First-Degree Relatives.","SRS2169960","","192.08","1","948320","474160000","cb42","AMPLICON","METAGENOMIC","PCR"
"SRX2788387","Amplicon-seq of gut microbiota: Homo Sapiens","human gut metagenome","Illumina MiSeq","National centre for cell science","SRP106586","Small Intestinal And Faecal Microbiota Of Adult Celiac Patients And First-Degree Relatives.","SRS2169956","","168.62","1","836918","418459000","cb181","AMPLICON","METAGENOMIC","PCR"
"SRX2788386","Amplicon-seq of gut microbiota: Homo Sapiens","human gut metagenome","Illumina MiSeq","National centre for cell science","SRP106586","Small Intestinal And Faecal Microbiota Of Adult Celiac Patients And First-Degree Relatives.","SRS2169957","","120.21","1","594974","297487000","cb178","AMPLICON","METAGENOMIC","PCR"
"SRX2788385","Amplicon-seq of gut microbiota: Homo Sapiens","human gut metagenome","Illumina MiSeq","National centre for cell science","SRP106586","Small Intestinal And Faecal Microbiota Of Adult Celiac Patients And First-Degree Relatives.","SRS2169955","","258.02","1","1286072","643036000","cb177","AMPLICON","METAGENOMIC","PCR"
"SRX2788384","Amplicon-seq of gut microbiota: Homo Sapiens","human gut metagenome","Illumina MiSeq","National centre for cell science","SRP106586","Small Intestinal And Faecal Microbiota Of Adult Celiac Patients And First-Degree Relatives.","SRS2169954","","97.3","1","478864","239432000","cb176","AMPLICON","METAGENOMIC","PCR"
"SRX2788383","Amplicon-seq of gut microbiota: Homo Sapiens","human gut metagenome","Illumina MiSeq","National centre for cell science","SRP106586","Small Intestinal And Faecal Microbiota Of Adult Celiac Patients And First-Degree Relatives.","SRS2169953","","133.46","1","655638","327819000","cb159","AMPLICON","METAGENOMIC","PCR"
"SRX2788382","Amplicon-seq of gut microbiota: Homo Sapiens","human gut metagenome","Illumina MiSeq","National centre for cell science","SRP106586","Small Intestinal And Faecal Microbiota Of Adult Celiac Patients And First-Degree Relatives.","SRS2169952","","120.76","1","593507","296753500","cb152","AMPLICON","METAGENOMIC","PCR"
"SRX2788381","Amplicon-seq of gut microbiota: Homo Sapiens","human gut metagenome","Illumina MiSeq","National centre for cell science","SRP106586","Small Intestinal And Faecal Microbiota Of Adult Celiac Patients And First-Degree Relatives.","SRS2169951","","109.08","1","540162","270081000","cb150","AMPLICON","METAGENOMIC","PCR"
"SRX2788380","Amplicon-seq of gut microbiota: Homo Sapiens","human gut metagenome","Illumina MiSeq","National centre for cell science","SRP106586","Small Intestinal And Faecal Microbiota Of Adult Celiac Patients And First-Degree Relatives.","SRS2169950","","204.05","1","1009744","504872000","cb173","AMPLICON","METAGENOMIC","PCR"
"SRX2788379","Amplicon-seq of gut microbiota: Homo Sapiens","human gut metagenome","Illumina MiSeq","National centre for cell science","SRP106586","Small Intestinal And Faecal Microbiota Of Adult Celiac Patients And First-Degree Relatives.","SRS2169949","","71.75","1","353492","176746000","cb149","AMPLICON","METAGENOMIC","PCR"
"SRX2788378","Amplicon-seq of gut microbiota: Homo Sapiens","human gut metagenome","Illumina MiSeq","National centre for cell science","SRP106586","Small Intestinal And Faecal Microbiota Of Adult Celiac Patients And First-Degree Relatives.","SRS2169948","","125.4","1","620760","310380000","cb145","AMPLICON","METAGENOMIC","PCR"
"SRX2788377","Amplicon-seq of gut microbiota: Homo Sapiens","human gut metagenome","Illumina MiSeq","National centre for cell science","SRP106586","Small Intestinal And Faecal Microbiota Of Adult Celiac Patients And First-Degree Relatives.","SRS2169947","","92.84","1","463343","231671500","cb141","AMPLICON","METAGENOMIC","PCR"
"SRX2788376","Amplicon-seq of gut microbiota: Homo Sapiens","human gut metagenome","Illumina MiSeq","National centre for cell science","SRP106586","Small Intestinal And Faecal Microbiota Of Adult Celiac Patients And First-Degree Relatives.","SRS2169945","","130.15","1","642474","321237000","cb131","AMPLICON","METAGENOMIC","PCR"
"SRX2788375","Amplicon-seq of gut microbiota: Homo Sapiens","human gut metagenome","Illumina MiSeq","National centre for cell science","SRP106586","Small Intestinal And Faecal Microbiota Of Adult Celiac Patients And First-Degree Relatives.","SRS2169944","","166.47","1","826384","413192000","cb118","AMPLICON","METAGENOMIC","PCR"
"SRX2788374","Amplicon-seq of gut microbiota: Homo Sapiens","human gut metagenome","Illumina MiSeq","National centre for cell science","SRP106586","Small Intestinal And Faecal Microbiota Of Adult Celiac Patients And First-Degree Relatives.","SRS2169946","","141.27","1","639036","319518000","cs94","AMPLICON","METAGENOMIC","PCR"
"SRX2788373","Amplicon-seq of gut microbiota: Homo Sapiens","human gut metagenome","Illumina MiSeq","National centre for cell science","SRP106586","Small Intestinal And Faecal Microbiota Of Adult Celiac Patients And First-Degree Relatives.","SRS2169943","","180.26","1","873362","436681000","cs54","AMPLICON","METAGENOMIC","PCR"
"SRX2788372","Amplicon-seq of gut microbiota: Homo Sapiens","human gut metagenome","Illumina MiSeq","National centre for cell science","SRP106586","Small Intestinal And Faecal Microbiota Of Adult Celiac Patients And First-Degree Relatives.","SRS2169941","","181.9","1","880142","440071000","cs204","AMPLICON","METAGENOMIC","PCR"
"SRX2788371","Amplicon-seq of gut microbiota: Homo Sapiens","human gut metagenome","Illumina MiSeq","National centre for cell science","SRP106586","Small Intestinal And Faecal Microbiota Of Adult Celiac Patients And First-Degree Relatives.","SRS2169942","","210.23","1","1030678","515339000","cs182","AMPLICON","METAGENOMIC","PCR"
"SRX2788370","Amplicon-seq of gut microbiota: Homo Sapiens","human gut metagenome","Illumina MiSeq","National centre for cell science","SRP106586","Small Intestinal And Faecal Microbiota Of Adult Celiac Patients And First-Degree Relatives.","SRS2169940","","132.62","1","660564","330282000","cs169","AMPLICON","METAGENOMIC","PCR"
"SRX2788369","Amplicon-seq of gut microbiota: Homo Sapiens","human gut metagenome","Illumina MiSeq","National centre for cell science","SRP106586","Small Intestinal And Faecal Microbiota Of Adult Celiac Patients And First-Degree Relatives.","SRS2169939","","146.01","1","718946","359473000","cb170","AMPLICON","METAGENOMIC","PCR"
"SRX2788368","Amplicon-seq of gut microbiota: Homo Sapiens","human gut metagenome","Illumina MiSeq","National centre for cell science","SRP106586","Small Intestinal And Faecal Microbiota Of Adult Celiac Patients And First-Degree Relatives.","SRS2169936","","137.65","1","681530","340765000","cs165","AMPLICON","METAGENOMIC","PCR"
"SRX2788367","Amplicon-seq of gut microbiota: Homo Sapiens","human gut metagenome","Illumina MiSeq","National centre for cell science","SRP106586","Small Intestinal And Faecal Microbiota Of Adult Celiac Patients And First-Degree Relatives.","SRS2169935","","135.15","1","673493","336746500","cs164","AMPLICON","METAGENOMIC","PCR"
"SRX2788366","Amplicon-seq of gut microbiota: Homo Sapiens","human gut metagenome","Illumina MiSeq","National centre for cell science","SRP106586","Small Intestinal And Faecal Microbiota Of Adult Celiac Patients And First-Degree Relatives.","SRS2169937","","149.17","1","739480","369740000","cs163","AMPLICON","METAGENOMIC","PCR"
"SRX2788365","Amplicon-seq of gut microbiota: Homo Sapiens","human gut metagenome","Illumina MiSeq","National centre for cell science","SRP106586","Small Intestinal And Faecal Microbiota Of Adult Celiac Patients And First-Degree Relatives.","SRS2169938","","158.16","1","791129","395564500","cs161","AMPLICON","METAGENOMIC","PCR"
"SRX2788364","Amplicon-seq of gut microbiota: Homo Sapiens","human gut metagenome","Illumina MiSeq","National centre for cell science","SRP106586","Small Intestinal And Faecal Microbiota Of Adult Celiac Patients And First-Degree Relatives.","SRS2169934","","147.67","1","662303","331151500","cs146","AMPLICON","METAGENOMIC","PCR"
"SRX2788363","Amplicon-seq of gut microbiota: Homo Sapiens","human gut metagenome","Illumina MiSeq","National centre for cell science","SRP106586","Small Intestinal And Faecal Microbiota Of Adult Celiac Patients And First-Degree Relatives.","SRS2169933","","210.94","1","1020404","510202000","cs143","AMPLICON","METAGENOMIC","PCR"
"SRX2788362","Amplicon-seq of gut microbiota: Homo Sapiens","human gut metagenome","Illumina MiSeq","National centre for cell science","SRP106586","Small Intestinal And Faecal Microbiota Of Adult Celiac Patients And First-Degree Relatives.","SRS2169932","","148.92","1","719687","359843500","cs126","AMPLICON","METAGENOMIC","PCR"
"SRX2788361","Amplicon-seq of gut microbiota: Homo Sapiens","human gut metagenome","Illumina MiSeq","National centre for cell science","SRP106586","Small Intestinal And Faecal Microbiota Of Adult Celiac Patients And First-Degree Relatives.","SRS2169931","","143.58","1","652271","326135500","cs116","AMPLICON","METAGENOMIC","PCR"
"SRX2788360","Amplicon-seq of gut microbiota: Homo Sapiens","human gut metagenome","Illumina MiSeq","National centre for cell science","SRP106586","Small Intestinal And Faecal Microbiota Of Adult Celiac Patients And First-Degree Relatives.","SRS2169930","","216.45","1","1048361","524180500","cs114","AMPLICON","METAGENOMIC","PCR"
"SRX2788359","Amplicon-seq of gut microbiota: Homo Sapiens","human gut metagenome","Illumina MiSeq","National centre for cell science","SRP106586","Small Intestinal And Faecal Microbiota Of Adult Celiac Patients And First-Degree Relatives.","SRS2169929","","215.13","1","929502","464751000","cs110","AMPLICON","METAGENOMIC","PCR"
"SRX2788358","Amplicon-seq of gut microbiota: Homo Sapiens","human gut metagenome","Illumina MiSeq","National centre for cell science","SRP106586","Small Intestinal And Faecal Microbiota Of Adult Celiac Patients And First-Degree Relatives.","SRS2169928","","103.67","1","506295","253147500","cb162","AMPLICON","METAGENOMIC","PCR"
"SRX2788357","Amplicon-seq of gut microbiota: Homo Sapiens","human gut metagenome","Illumina MiSeq","National centre for cell science","SRP106586","Small Intestinal And Faecal Microbiota Of Adult Celiac Patients And First-Degree Relatives.","SRS2169927","","111.33","1","561606","280803000","cb54","AMPLICON","METAGENOMIC","PCR"
"SRX2788356","Amplicon-seq of gut microbiota: Homo Sapiens","human gut metagenome","Illumina MiSeq","National centre for cell science","SRP106586","Small Intestinal And Faecal Microbiota Of Adult Celiac Patients And First-Degree Relatives.","SRS2169926","","87.31","1","433899","216949500","cb182","AMPLICON","METAGENOMIC","PCR"
"SRX2788355","Amplicon-seq of gut microbiota: Homo Sapiens","human gut metagenome","Illumina MiSeq","National centre for cell science","SRP106586","Small Intestinal And Faecal Microbiota Of Adult Celiac Patients And First-Degree Relatives.","SRS2169925","","94.34","1","459735","229867500","cb169","AMPLICON","METAGENOMIC","PCR"
"SRX2788354","Amplicon-seq of gut microbiota: Homo Sapiens","human gut metagenome","Illumina MiSeq","National centre for cell science","SRP106586","Small Intestinal And Faecal Microbiota Of Adult Celiac Patients And First-Degree Relatives.","SRS2169924","","177.44","1","867600","433800000","cb165","AMPLICON","METAGENOMIC","PCR"
"SRX2788353","Amplicon-seq of gut microbiota: Homo Sapiens","human gut metagenome","Illumina MiSeq","National centre for cell science","SRP106586","Small Intestinal And Faecal Microbiota Of Adult Celiac Patients And First-Degree Relatives.","SRS2169923","","263.55","1","1289408","644704000","cb164","AMPLICON","METAGENOMIC","PCR"
"SRX2788352","Amplicon-seq of gut microbiota: Homo Sapiens","human gut metagenome","Illumina MiSeq","National centre for cell science","SRP106586","Small Intestinal And Faecal Microbiota Of Adult Celiac Patients And First-Degree Relatives.","SRS2169922","","176.5","1","868475","434237500","cb163","AMPLICON","METAGENOMIC","PCR"
"SRX2788351","Amplicon-seq of gut microbiota: Homo Sapiens","human gut metagenome","Illumina MiSeq","National centre for cell science","SRP106586","Small Intestinal And Faecal Microbiota Of Adult Celiac Patients And First-Degree Relatives.","SRS2169921","","111.33","1","551514","275757000","cb161","AMPLICON","METAGENOMIC","PCR"
"SRX2788350","Amplicon-seq of gut microbiota: Homo Sapiens","human gut metagenome","Illumina MiSeq","National centre for cell science","SRP106586","Small Intestinal And Faecal Microbiota Of Adult Celiac Patients And First-Degree Relatives.","SRS2169920","","105.49","1","522187","261093500","cb146","AMPLICON","METAGENOMIC","PCR"
"SRX2788349","Amplicon-seq of gut microbiota: Homo Sapiens","human gut metagenome","Illumina MiSeq","National centre for cell science","SRP106586","Small Intestinal And Faecal Microbiota Of Adult Celiac Patients And First-Degree Relatives.","SRS2169919","","116.59","1","574035","287017500","cb143","AMPLICON","METAGENOMIC","PCR"
"SRX2788348","Amplicon-seq of gut microbiota: Homo Sapiens","human gut metagenome","Illumina MiSeq","National centre for cell science","SRP106586","Small Intestinal And Faecal Microbiota Of Adult Celiac Patients And First-Degree Relatives.","SRS2169918","","116.05","1","578299","289149500","cb126","AMPLICON","METAGENOMIC","PCR"
"SRX2788347","Amplicon-seq of gut microbiota: Homo Sapiens","human gut metagenome","Illumina MiSeq","National centre for cell science","SRP106586","Small Intestinal And Faecal Microbiota Of Adult Celiac Patients And First-Degree Relatives.","SRS2169916","","129.51","1","642837","321418500","cb157","AMPLICON","METAGENOMIC","PCR"
"SRX2788346","Amplicon-seq of gut microbiota: Homo Sapiens","human gut metagenome","Illumina MiSeq","National centre for cell science","SRP106586","Small Intestinal And Faecal Microbiota Of Adult Celiac Patients And First-Degree Relatives.","SRS2169917","","158.57","1","783377","391688500","cb116","AMPLICON","METAGENOMIC","PCR"
"SRX2788345","Amplicon-seq of gut microbiota: Homo Sapiens","human gut metagenome","Illumina MiSeq","National centre for cell science","SRP106586","Small Intestinal And Faecal Microbiota Of Adult Celiac Patients And First-Degree Relatives.","SRS2169915","","161.36","1","791585","395792500","cb114","AMPLICON","METAGENOMIC","PCR"
"SRX2788344","Amplicon-seq of gut microbiota: Homo Sapiens","human gut metagenome","Illumina MiSeq","National centre for cell science","SRP106586","Small Intestinal And Faecal Microbiota Of Adult Celiac Patients And First-Degree Relatives.","SRS2169914","","125.9","1","618248","309124000","cb110","AMPLICON","METAGENOMIC","PCR"
"SRX2788343","Amplicon-seq of gut microbiota: Homo Sapiens","human gut metagenome","Illumina MiSeq","National centre for cell science","SRP106586","Small Intestinal And Faecal Microbiota Of Adult Celiac Patients And First-Degree Relatives.","SRS2169913","","148.46","1","660328","330164000","cs99","AMPLICON","METAGENOMIC","PCR"
"SRX2788342","Amplicon-seq of gut microbiota: Homo Sapiens","human gut metagenome","Illumina MiSeq","National centre for cell science","SRP106586","Small Intestinal And Faecal Microbiota Of Adult Celiac Patients And First-Degree Relatives.","SRS2169912","","168.42","1","750541","375270500","cs97","AMPLICON","METAGENOMIC","PCR"
"SRX2788341","Amplicon-seq of gut microbiota: Homo Sapiens","human gut metagenome","Illumina MiSeq","National centre for cell science","SRP106586","Small Intestinal And Faecal Microbiota Of Adult Celiac Patients And First-Degree Relatives.","SRS2169911","","195.25","1","950774","475387000","cs88","AMPLICON","METAGENOMIC","PCR"
"SRX2788340","Amplicon-seq of gut microbiota: Homo Sapiens","human gut metagenome","Illumina MiSeq","National centre for cell science","SRP106586","Small Intestinal And Faecal Microbiota Of Adult Celiac Patients And First-Degree Relatives.","SRS2169909","","133.96","1","582320","291160000","cs79","AMPLICON","METAGENOMIC","PCR"
"SRX2788339","Amplicon-seq of gut microbiota: Homo Sapiens","human gut metagenome","Illumina MiSeq","National centre for cell science","SRP106586","Small Intestinal And Faecal Microbiota Of Adult Celiac Patients And First-Degree Relatives.","SRS2169908","","119.46","1","591938","295969000","cs338","AMPLICON","METAGENOMIC","PCR"
"SRX2788338","Amplicon-seq of gut microbiota: Homo Sapiens","human gut metagenome","Illumina MiSeq","National centre for cell science","SRP106586","Small Intestinal And Faecal Microbiota Of Adult Celiac Patients And First-Degree Relatives.","SRS2169907","","189.3","1","929285","464642500","cs214","AMPLICON","METAGENOMIC","PCR"
"SRX2788337","Amplicon-seq of gut microbiota: Homo Sapiens","human gut metagenome","Illumina MiSeq","National centre for cell science","SRP106586","Small Intestinal And Faecal Microbiota Of Adult Celiac Patients And First-Degree Relatives.","SRS2169906","","143.4","1","710778","355389000","cs213","AMPLICON","METAGENOMIC","PCR"
"SRX2788336","Amplicon-seq of gut microbiota: Homo Sapiens","human gut metagenome","Illumina MiSeq","National centre for cell science","SRP106586","Small Intestinal And Faecal Microbiota Of Adult Celiac Patients And First-Degree Relatives.","SRS2169905","","109.04","1","534622","267311000","cb151","AMPLICON","METAGENOMIC","PCR"
"SRX2788335","Amplicon-seq of gut microbiota: Homo Sapiens","human gut metagenome","Illumina MiSeq","National centre for cell science","SRP106586","Small Intestinal And Faecal Microbiota Of Adult Celiac Patients And First-Degree Relatives.","SRS2169904","","144.33","1","718001","359000500","cs211","AMPLICON","METAGENOMIC","PCR"
"SRX2788334","Amplicon-seq of gut microbiota: Homo Sapiens","human gut metagenome","Illumina MiSeq","National centre for cell science","SRP106586","Small Intestinal And Faecal Microbiota Of Adult Celiac Patients And First-Degree Relatives.","SRS2169903","","128.4","1","636880","318440000","cs209","AMPLICON","METAGENOMIC","PCR"
"SRX2788333","Amplicon-seq of gut microbiota: Homo Sapiens","human gut metagenome","Illumina MiSeq","National centre for cell science","SRP106586","Small Intestinal And Faecal Microbiota Of Adult Celiac Patients And First-Degree Relatives.","SRS2169902","","154.33","1","752798","376399000","cs206","AMPLICON","METAGENOMIC","PCR"
"SRX2788332","Amplicon-seq of gut microbiota: Homo Sapiens","human gut metagenome","Illumina MiSeq","National centre for cell science","SRP106586","Small Intestinal And Faecal Microbiota Of Adult Celiac Patients And First-Degree Relatives.","SRS2169910","","198.35","1","960944","480472000","cs200","AMPLICON","METAGENOMIC","PCR"
"SRX2788331","Amplicon-seq of gut microbiota: Homo Sapiens","human gut metagenome","Illumina MiSeq","National centre for cell science","SRP106586","Small Intestinal And Faecal Microbiota Of Adult Celiac Patients And First-Degree Relatives.","SRS2169901","","150.61","1","739065","369532500","cs199","AMPLICON","METAGENOMIC","PCR"
"SRX2788330","Amplicon-seq of gut microbiota: Homo Sapiens","human gut metagenome","Illumina MiSeq","National centre for cell science","SRP106586","Small Intestinal And Faecal Microbiota Of Adult Celiac Patients And First-Degree Relatives.","SRS2169900","","150.44","1","730964","365482000","cs175","AMPLICON","METAGENOMIC","PCR"
"SRX2788329","Amplicon-seq of gut microbiota: Homo Sapiens","human gut metagenome","Illumina MiSeq","National centre for cell science","SRP106586","Small Intestinal And Faecal Microbiota Of Adult Celiac Patients And First-Degree Relatives.","SRS2169899","","158.85","1","784955","392477500","cs174","AMPLICON","METAGENOMIC","PCR"
"SRX2788328","Amplicon-seq of gut microbiota: Homo Sapiens","human gut metagenome","Illumina MiSeq","National centre for cell science","SRP106586","Small Intestinal And Faecal Microbiota Of Adult Celiac Patients And First-Degree Relatives.","SRS2169898","","119.03","1","596470","298235000","cs173","AMPLICON","METAGENOMIC","PCR"
"SRX2788327","Amplicon-seq of gut microbiota: Homo Sapiens","human gut metagenome","Illumina MiSeq","National centre for cell science","SRP106586","Small Intestinal And Faecal Microbiota Of Adult Celiac Patients And First-Degree Relatives.","SRS2169897","","135.16","1","668906","334453000","cs170","AMPLICON","METAGENOMIC","PCR"
"SRX2788326","Amplicon-seq of gut microbiota: Homo Sapiens","human gut metagenome","Illumina MiSeq","National centre for cell science","SRP106586","Small Intestinal And Faecal Microbiota Of Adult Celiac Patients And First-Degree Relatives.","SRS2169895","","136.75","1","695997","347998500","cs162","AMPLICON","METAGENOMIC","PCR"
"SRX2788325","Amplicon-seq of gut microbiota: Homo Sapiens","human gut metagenome","Illumina MiSeq","National centre for cell science","SRP106586","Small Intestinal And Faecal Microbiota Of Adult Celiac Patients And First-Degree Relatives.","SRS2169896","","149.44","1","743426","371713000","cb139","AMPLICON","METAGENOMIC","PCR"
"SRX2788324","Amplicon-seq of gut microbiota: Homo Sapiens","human gut metagenome","Illumina MiSeq","National centre for cell science","SRP106586","Small Intestinal And Faecal Microbiota Of Adult Celiac Patients And First-Degree Relatives.","SRS2169894","","178.28","1","903147","451573500","cs160","AMPLICON","METAGENOMIC","PCR"
"SRX2788323","Amplicon-seq of gut microbiota: Homo Sapiens","human gut metagenome","Illumina MiSeq","National centre for cell science","SRP106586","Small Intestinal And Faecal Microbiota Of Adult Celiac Patients And First-Degree Relatives.","SRS2169893","","145.49","1","721952","360976000","cs157","AMPLICON","METAGENOMIC","PCR"
